county1,countyname1,mi_to_county,county2,countyname2
1001,Autauga County,22.4629943,1021,Chilton County
1003,Baldwin County,24.41967079,12033,Escambia County
1005,Barbour County,23.25404022,13239,Quitman County
1005,Barbour County,24.265804,1011,Bullock County
1009,Blount County,20.318,1043,Cullman County
1009,Blount County,23.2889475,1115,St. Clair County
1011,Bullock County,19.76150075,1087,Macon County
1011,Bullock County,24.265804,1005,Barbour County
1011,Bullock County,24.73802378,1109,Pike County
1013,Butler County,21.3542073,1041,Crenshaw County
1015,Calhoun County,18.90851784,1029,Cleburne County
1015,Calhoun County,22.60806585,1055,Etowah County
1015,Calhoun County,22.72611553,1019,Cherokee County
1017,Chambers County,21.80358161,1081,Lee County
1017,Chambers County,22.55284237,13285,Troup County
1017,Chambers County,23.95503529,1123,Tallapoosa County
1019,Cherokee County,21.81438945,1055,Etowah County
1019,Cherokee County,22.72611553,1015,Calhoun County
1021,Chilton County,22.4629943,1001,Autauga County
1027,Clay County,19.42433196,1121,Talladega County
1027,Clay County,23.07287297,1111,Randolph County
1029,Cleburne County,18.90851784,1015,Calhoun County
1029,Cleburne County,19.02127303,13143,Haralson County
1031,Coffee County,22.47649204,1045,Dale County
1031,Coffee County,23.61159232,1061,Geneva County
1033,Colbert County,16.30197942,1077,Lauderdale County
1033,Colbert County,18.19467826,1059,Franklin County
1033,Colbert County,24.79720781,28141,Tishomingo County
1035,Conecuh County,23.60325676,1053,Escambia County
1037,Coosa County,23.82241793,1051,Elmore County
1041,Crenshaw County,21.3542073,1013,Butler County
1041,Crenshaw County,22.62254699,1109,Pike County
1043,Cullman County,20.318,1009,Blount County
1043,Cullman County,22.3250298,1103,Morgan County
1045,Dale County,22.47649204,1031,Coffee County
1045,Dale County,22.57636979,1067,Henry County
1047,Dallas County,23.55538562,1105,Perry County
1049,DeKalb County,23.1159228,1071,Jackson County
1051,Elmore County,23.82241793,1037,Coosa County
1053,Escambia County,23.60325676,1035,Conecuh County
1055,Etowah County,21.81438945,1019,Cherokee County
1055,Etowah County,22.60806585,1015,Calhoun County
1055,Etowah County,24.43565028,1095,Marshall County
1057,Fayette County,19.6342334,1075,Lamar County
1059,Franklin County,18.19467826,1033,Colbert County
1059,Franklin County,21.10457145,1093,Marion County
1061,Geneva County,15.53608004,12059,Holmes County
1061,Geneva County,23.61159232,1031,Coffee County
1063,Greene County,20.8012611,1065,Hale County
1063,Greene County,21.89185698,1119,Sumter County
1065,Hale County,20.69504368,1105,Perry County
1065,Hale County,20.8012611,1063,Greene County
1067,Henry County,16.20477471,13061,Clay County
1067,Henry County,22.57636979,1045,Dale County
1067,Henry County,23.73835977,13099,Early County
1071,Jackson County,23.1159228,1049,DeKalb County
1073,Jefferson County,23.69832609,1117,Shelby County
1075,Lamar County,19.6342334,1057,Fayette County
1075,Lamar County,23.90135329,28095,Monroe County
1077,Lauderdale County,16.30197942,1033,Colbert County
1081,Lee County,21.80358161,1017,Chambers County
1081,Lee County,23.77401872,1113,Russell County
1081,Lee County,24.84122056,1087,Macon County
1083,Limestone County,24.62430176,1089,Madison County
1087,Macon County,19.76150075,1011,Bullock County
1087,Macon County,24.84122056,1081,Lee County
1089,Madison County,24.62430176,1083,Limestone County
1093,Marion County,21.10457145,1059,Franklin County
1095,Marshall County,24.43565028,1055,Etowah County
1103,Morgan County,22.3250298,1043,Cullman County
1105,Perry County,20.69504368,1065,Hale County
1105,Perry County,23.55538562,1047,Dallas County
1107,Pickens County,23.16882605,28087,Lowndes County
1109,Pike County,22.62254699,1041,Crenshaw County
1109,Pike County,24.73802378,1011,Bullock County
1111,Randolph County,18.74317549,13149,Heard County
1111,Randolph County,23.07287297,1027,Clay County
1113,Russell County,23.63309583,13053,Chattahoochee County
1113,Russell County,23.73234273,13215,Muscogee County
1113,Russell County,23.77401872,1081,Lee County
1115,St. Clair County,23.2889475,1009,Blount County
1117,Shelby County,23.69832609,1073,Jefferson County
1119,Sumter County,21.89185698,1063,Greene County
1121,Talladega County,19.42433196,1027,Clay County
1123,Tallapoosa County,23.95503529,1017,Chambers County
5005,Baxter County,19.41728301,5089,Marion County
5007,Benton County,20.78247431,29119,McDonald County
5009,Boone County,22.46329331,5089,Marion County
5009,Boone County,23.95848831,29213,Taney County
5011,Bradley County,21.00542736,5013,Calhoun County
5013,Calhoun County,21.00542736,5011,Bradley County
5013,Calhoun County,21.09173456,5103,Ouachita County
5015,Carroll County,24.6663974,5087,Madison County
5017,Chicot County,20.38076556,28151,Washington County
5019,Clark County,22.43396594,5059,Hot Spring County
5021,Clay County,18.94266776,5055,Greene County
5021,Clay County,24.05159735,29023,Butler County
5021,Clay County,24.77020004,29069,Dunklin County
5023,Cleburne County,20.5871745,5137,Stone County
5027,Columbia County,22.30684698,5073,Lafayette County
5029,Conway County,22.17347958,5045,Faulkner County
5029,Conway County,23.31499887,5115,Pope County
5029,Conway County,23.99316256,5141,Van Buren County
5031,Craighead County,18.13496458,5111,Poinsett County
5031,Craighead County,20.47818767,5055,Greene County
5033,Crawford County,20.25910029,5047,Franklin County
5035,Crittenden County,23.78906847,47157,Shelby County
5037,Cross County,19.21006015,5123,St. Francis County
5037,Cross County,19.89467942,5111,Poinsett County
5041,Desha County,20.76345474,28011,Bolivar County
5045,Faulkner County,22.17347958,5029,Conway County
5047,Franklin County,20.25910029,5033,Crawford County
5047,Franklin County,22.14059918,5083,Logan County
5047,Franklin County,24.10798723,5071,Johnson County
5049,Fulton County,20.62000224,5065,Izard County
5049,Fulton County,24.22195736,5135,Sharp County
5051,Garland County,21.57320086,5059,Hot Spring County
5055,Greene County,18.94266776,5021,Clay County
5055,Greene County,20.47818767,5031,Craighead County
5057,Hempstead County,21.17326781,5099,Nevada County
5059,Hot Spring County,21.57320086,5051,Garland County
5059,Hot Spring County,22.43396594,5019,Clark County
5061,Howard County,15.68822558,5133,Sevier County
5061,Howard County,19.7029418,5109,Pike County
5063,Independence County,21.26283878,5067,Jackson County
5065,Izard County,20.62000224,5049,Fulton County
5065,Izard County,20.76245581,5137,Stone County
5067,Jackson County,21.26283878,5063,Independence County
5069,Jefferson County,24.97755101,5079,Lincoln County
5071,Johnson County,24.10798723,5047,Franklin County
5073,Lafayette County,17.33361593,5091,Miller County
5073,Lafayette County,22.30684698,5027,Columbia County
5075,Lawrence County,21.13439888,5121,Randolph County
5075,Lawrence County,22.58210649,5135,Sharp County
5077,Lee County,16.35104245,5123,St. Francis County
5077,Lee County,24.76552697,28143,Tunica County
5077,Lee County,24.76640004,5107,Phillips County
5079,Lincoln County,24.97755101,5069,Jefferson County
5081,Little River County,20.40496597,5133,Sevier County
5081,Little River County,20.72637128,48037,Bowie County
5083,Logan County,22.14059918,5047,Franklin County
5083,Logan County,23.33093226,5149,Yell County
5085,Lonoke County,19.77420889,5117,Prairie County
5085,Lonoke County,24.01000883,5119,Pulaski County
5087,Madison County,24.6663974,5015,Carroll County
5089,Marion County,19.41728301,5005,Baxter County
5089,Marion County,22.46329331,5009,Boone County
5089,Marion County,24.69330939,5129,Searcy County
5091,Miller County,17.33361593,5073,Lafayette County
5093,Mississippi County,23.79936702,47097,Lauderdale County
5093,Mississippi County,24.53361028,47167,Tipton County
5095,Monroe County,22.564424,5117,Prairie County
5099,Nevada County,21.17326781,5057,Hempstead County
5103,Ouachita County,21.09173456,5013,Calhoun County
5107,Phillips County,19.52878102,28027,Coahoma County
5107,Phillips County,24.76640004,5077,Lee County
5109,Pike County,19.7029418,5061,Howard County
5111,Poinsett County,18.13496458,5031,Craighead County
5111,Poinsett County,19.89467942,5037,Cross County
5115,Pope County,23.31499887,5029,Conway County
5117,Prairie County,19.77420889,5085,Lonoke County
5117,Prairie County,22.564424,5095,Monroe County
5119,Pulaski County,22.10131727,5125,Saline County
5119,Pulaski County,24.01000883,5085,Lonoke County
5121,Randolph County,21.13439888,5075,Lawrence County
5121,Randolph County,23.06630124,29181,Ripley County
5123,St. Francis County,16.35104245,5077,Lee County
5123,St. Francis County,19.21006015,5037,Cross County
5125,Saline County,22.10131727,5119,Pulaski County
5129,Searcy County,24.69330939,5089,Marion County
5129,Searcy County,24.80470017,5141,Van Buren County
5133,Sevier County,15.68822558,5061,Howard County
5133,Sevier County,20.40496597,5081,Little River County
5135,Sharp County,22.58210649,5075,Lawrence County
5135,Sharp County,24.22195736,5049,Fulton County
5137,Stone County,20.5871745,5023,Cleburne County
5137,Stone County,20.76245581,5065,Izard County
5141,Van Buren County,23.99316256,5029,Conway County
5141,Van Buren County,24.80470017,5129,Searcy County
5143,Washington County,24.76726872,40001,Adair County
5149,Yell County,23.33093226,5083,Logan County
6001,Alameda County,18.86768486,6013,Contra Costa County
6003,Alpine County,22.34743246,32005,Douglas County
6005,Amador County,18.46069174,6009,Calaveras County
6005,Amador County,24.49296651,6017,El Dorado County
6009,Calaveras County,18.46069174,6005,Amador County
6013,Contra Costa County,18.86768486,6001,Alameda County
6013,Contra Costa County,24.03574554,6095,Solano County
6017,El Dorado County,21.62051648,6061,Placer County
6017,El Dorado County,24.49296651,6005,Amador County
6057,Nevada County,16.33718652,6061,Placer County
6057,Nevada County,23.64263357,6091,Sierra County
6061,Placer County,16.33718652,6057,Nevada County
6061,Placer County,21.62051648,6017,El Dorado County
6085,Santa Clara County,22.61294291,6087,Santa Cruz County
6087,Santa Cruz County,22.61294291,6085,Santa Clara County
6091,Sierra County,23.64263357,6057,Nevada County
6095,Solano County,24.03574554,6013,Contra Costa County
8001,Adams County,15.87028225,8005,Arapahoe County
8005,Arapahoe County,15.87028225,8001,Adams County
8013,Boulder County,17.56742144,8047,Gilpin County
8013,Boulder County,20.76403731,8014,Broomfield County
8014,Broomfield County,16.05834799,8031,Denver County
8014,Broomfield County,20.76403731,8013,Boulder County
8019,Clear Creek County,14.05132094,8047,Gilpin County
8019,Clear Creek County,23.71530317,8059,Jefferson County
8021,Conejos County,24.19099352,8105,Rio Grande County
8027,Custer County,24.57365823,8043,Fremont County
8031,Denver County,16.05834799,8014,Broomfield County
8031,Denver County,22.8818336,8059,Jefferson County
8033,Dolores County,18.93978761,8113,San Miguel County
8035,Douglas County,24.76106855,8059,Jefferson County
8043,Fremont County,24.57365823,8027,Custer County
8047,Gilpin County,14.05132094,8019,Clear Creek County
8047,Gilpin County,17.56742144,8013,Boulder County
8047,Gilpin County,24.22325919,8059,Jefferson County
8053,Hinsdale County,15.80285482,8111,San Juan County
8059,Jefferson County,22.8818336,8031,Denver County
8059,Jefferson County,23.71530317,8019,Clear Creek County
8059,Jefferson County,24.22325919,8047,Gilpin County
8059,Jefferson County,24.76106855,8035,Douglas County
8095,Phillips County,19.13644599,8115,Sedgwick County
8105,Rio Grande County,24.19099352,8021,Conejos County
8111,San Juan County,15.80285482,8053,Hinsdale County
8113,San Miguel County,18.93978761,8033,Dolores County
8115,Sedgwick County,16.72266052,31049,Deuel County
8115,Sedgwick County,19.13644599,8095,Phillips County
9001,Fairfield County,20.38946855,36119,Westchester County
9001,Fairfield County,23.946708,36079,Putnam County
9003,Hartford County,20.49525862,9013,Tolland County
9003,Hartford County,23.35158475,25013,Hampden County
9007,Middlesex County,20.35021835,9009,New Haven County
9007,Middlesex County,22.0008486,9011,New London County
9009,New Haven County,20.35021835,9007,Middlesex County
9011,New London County,22.0008486,9007,Middlesex County
9011,New London County,24.62946291,9015,Windham County
9013,Tolland County,18.17435304,9015,Windham County
9013,Tolland County,20.49525862,9003,Hartford County
9013,Tolland County,24.45833374,25013,Hampden County
9015,Windham County,18.17435304,9013,Tolland County
9015,Windham County,21.46029768,44007,Providence County
9015,Windham County,23.65940095,44003,Kent County
9015,Windham County,24.62946291,9011,New London County
10001,Kent County,23.5463429,24011,Caroline County
10003,New Castle County,15.27342464,34033,Salem County
10003,New Castle County,15.87028086,24015,Cecil County
11001,District of Columbia,4.837094591,51013,Arlington County
11001,District of Columbia,6.881281166,51510,Alexandria city
11001,District of Columbia,8.588106759,51610,Falls Church city
11001,District of Columbia,10.61660785,24033,Prince George's County
11001,District of Columbia,14.75886127,51059,Fairfax County
11001,District of Columbia,15.56785582,51600,Fairfax city
11001,District of Columbia,18.95636677,24031,Montgomery County
11001,District of Columbia,24.56085364,24027,Howard County
12001,Alachua County,21.9413919,12007,Bradford County
12003,Baker County,19.06133168,12125,Union County
12003,Baker County,20.42835345,12023,Columbia County
12007,Bradford County,14.08546504,12125,Union County
12007,Bradford County,18.68202427,12019,Clay County
12007,Bradford County,21.9413919,12001,Alachua County
12013,Calhoun County,21.56787701,12077,Liberty County
12015,Charlotte County,22.08598939,12071,Lee County
12015,Charlotte County,23.72455897,12027,DeSoto County
12017,Citrus County,19.3936129,12053,Hernando County
12019,Clay County,18.68202427,12007,Bradford County
12023,Columbia County,19.17170818,12125,Union County
12023,Columbia County,20.42835345,12003,Baker County
12023,Columbia County,22.18220324,12121,Suwannee County
12027,DeSoto County,20.9056604,12049,Hardee County
12027,DeSoto County,23.72455897,12015,Charlotte County
12031,Duval County,19.95409154,12089,Nassau County
12033,Escambia County,20.32291784,12113,Santa Rosa County
12033,Escambia County,24.41967079,1003,Baldwin County
12039,Gadsden County,20.74910115,13087,Decatur County
12039,Gadsden County,21.58997146,12073,Leon County
12047,Hamilton County,16.50241009,13101,Echols County
12047,Hamilton County,21.00415916,12121,Suwannee County
12049,Hardee County,20.9056604,12027,DeSoto County
12053,Hernando County,18.37940057,12101,Pasco County
12053,Hernando County,19.3936129,12017,Citrus County
12057,Hillsborough County,23.81136666,12103,Pinellas County
12059,Holmes County,15.53608004,1061,Geneva County
12059,Holmes County,20.30429537,12133,Washington County
12061,Indian River County,23.52171509,12111,St. Lucie County
12063,Jackson County,22.69825087,13253,Seminole County
12065,Jefferson County,23.17415049,12073,Leon County
12067,Lafayette County,17.68353519,12121,Suwannee County
12069,Lake County,22.22516176,12119,Sumter County
12071,Lee County,22.08598939,12015,Charlotte County
12073,Leon County,21.58997146,12039,Gadsden County
12073,Leon County,22.78827819,12129,Wakulla County
12073,Leon County,23.17415049,12065,Jefferson County
12077,Liberty County,21.56787701,12013,Calhoun County
12081,Manatee County,20.52075206,12115,Sarasota County
12085,Martin County,20.96901806,12111,St. Lucie County
12089,Nassau County,19.95409154,12031,Duval County
12089,Nassau County,22.76355016,13039,Camden County
12091,Okaloosa County,24.93684129,12131,Walton County
12095,Orange County,16.79182588,12117,Seminole County
12101,Pasco County,18.37940057,12053,Hernando County
12103,Pinellas County,23.81136666,12057,Hillsborough County
12111,St. Lucie County,20.96901806,12085,Martin County
12111,St. Lucie County,23.52171509,12061,Indian River County
12113,Santa Rosa County,20.32291784,12033,Escambia County
12115,Sarasota County,20.52075206,12081,Manatee County
12117,Seminole County,16.79182588,12095,Orange County
12119,Sumter County,22.22516176,12069,Lake County
12121,Suwannee County,17.68353519,12067,Lafayette County
12121,Suwannee County,21.00415916,12047,Hamilton County
12121,Suwannee County,22.18220324,12023,Columbia County
12125,Union County,14.08546504,12007,Bradford County
12125,Union County,19.06133168,12003,Baker County
12125,Union County,19.17170818,12023,Columbia County
12129,Wakulla County,22.78827819,12073,Leon County
12131,Walton County,24.93684129,12091,Okaloosa County
12133,Washington County,20.30429537,12059,Holmes County
13001,Appling County,13.475216,13005,Bacon County
13001,Appling County,20.96274831,13161,Jeff Davis County
13001,Appling County,24.99630517,13267,Tattnall County
13003,Atkinson County,17.33293907,13069,Coffee County
13003,Atkinson County,20.64480093,13019,Berrien County
13003,Atkinson County,21.00679615,13173,Lanier County
13005,Bacon County,13.475216,13001,Appling County
13005,Bacon County,17.84838201,13229,Pierce County
13005,Bacon County,22.55108308,13161,Jeff Davis County
13007,Baker County,16.71714795,13205,Mitchell County
13007,Baker County,17.21347586,13037,Calhoun County
13007,Baker County,19.54919904,13201,Miller County
13007,Baker County,20.55469154,13095,Dougherty County
13009,Baldwin County,17.98640783,13169,Jones County
13009,Baldwin County,18.23016359,13319,Wilkinson County
13009,Baldwin County,19.28313751,13237,Putnam County
13009,Baldwin County,20.67008369,13141,Hancock County
13011,Banks County,15.52078451,13157,Jackson County
13011,Banks County,15.54806087,13119,Franklin County
13011,Banks County,18.26461246,13257,Stephens County
13011,Banks County,18.41401538,13139,Hall County
13011,Banks County,19.63097467,13137,Habersham County
13011,Banks County,22.84453444,13195,Madison County
13011,Banks County,24.52392268,13311,White County
13013,Barrow County,12.93909082,13157,Jackson County
13013,Barrow County,14.5199387,13297,Walton County
13013,Barrow County,17.94326315,13135,Gwinnett County
13013,Barrow County,19.15392352,13219,Oconee County
13013,Barrow County,19.96831858,13059,Clarke County
13013,Barrow County,23.30031205,13139,Hall County
13015,Bartow County,18.6798996,13129,Gordon County
13015,Bartow County,20.74218665,13057,Cherokee County
13015,Bartow County,21.50485442,13115,Floyd County
13015,Bartow County,22.17217964,13223,Paulding County
13015,Bartow County,24.82031951,13227,Pickens County
13017,Ben Hill County,12.13290921,13155,Irwin County
13017,Ben Hill County,17.42494218,13271,Telfair County
13017,Ben Hill County,22.16302691,13069,Coffee County
13017,Ben Hill County,22.95583214,13315,Wilcox County
13019,Berrien County,14.37807212,13075,Cook County
13019,Berrien County,19.12280232,13173,Lanier County
13019,Berrien County,20.64480093,13003,Atkinson County
13019,Berrien County,21.4530938,13277,Tift County
13019,Berrien County,22.95536799,13155,Irwin County
13021,Bibb County,16.48629842,13169,Jones County
13021,Bibb County,17.92670338,13079,Crawford County
13021,Bibb County,18.26241611,13225,Peach County
13021,Bibb County,18.46050219,13289,Twiggs County
13021,Bibb County,19.58956625,13207,Monroe County
13021,Bibb County,24.28322256,13153,Houston County
13023,Bleckley County,16.16653443,13235,Pulaski County
13023,Bleckley County,16.84005273,13289,Twiggs County
13023,Bleckley County,19.37288051,13153,Houston County
13023,Bleckley County,21.5569712,13091,Dodge County
13023,Bleckley County,23.82519271,13175,Laurens County
13025,Brantley County,17.2498388,13229,Pierce County
13025,Brantley County,24.5734924,13305,Wayne County
13027,Brooks County,18.98508705,13185,Lowndes County
13027,Brooks County,19.7390262,13275,Thomas County
13027,Brooks County,23.99333484,13075,Cook County
13029,Bryan County,14.60417846,13179,Liberty County
13029,Bryan County,20.53807679,13051,Chatham County
13029,Bryan County,24.39395112,13103,Effingham County
13031,Bulloch County,18.68202833,13109,Evans County
13031,Bulloch County,19.1276763,13043,Candler County
13031,Bulloch County,23.47076975,13103,Effingham County
13033,Burke County,18.69256236,13165,Jenkins County
13033,Burke County,20.97919977,13245,Richmond County
13033,Burke County,24.05522094,13163,Jefferson County
13035,Butts County,15.70254368,13159,Jasper County
13035,Butts County,15.94650865,13151,Henry County
13035,Butts County,18.47509747,13171,Lamar County
13035,Butts County,18.50805613,13217,Newton County
13035,Butts County,18.96707091,13207,Monroe County
13035,Butts County,19.03615413,13255,Spalding County
13037,Calhoun County,17.21347586,13007,Baker County
13037,Calhoun County,18.25044651,13243,Randolph County
13037,Calhoun County,20.81869491,13273,Terrell County
13037,Calhoun County,21.42015189,13099,Early County
13037,Calhoun County,22.61225581,13061,Clay County
13037,Calhoun County,24.27388934,13095,Dougherty County
13039,Camden County,22.09119241,13127,Glynn County
13039,Camden County,22.76355016,12089,Nassau County
13043,Candler County,18.55163857,13107,Emanuel County
13043,Candler County,19.1276763,13031,Bulloch County
13043,Candler County,20.46163963,13109,Evans County
13043,Candler County,24.47272939,13279,Toombs County
13043,Candler County,24.89892911,13267,Tattnall County
13045,Carroll County,16.75681824,13143,Haralson County
13045,Carroll County,19.82131958,13097,Douglas County
13045,Carroll County,20.41082533,13149,Heard County
13045,Carroll County,24.24572765,13077,Coweta County
13047,Catoosa County,11.71139683,13313,Whitfield County
13047,Catoosa County,14.78401621,13295,Walker County
13047,Catoosa County,18.3221853,47065,Hamilton County
13047,Catoosa County,21.15796515,13083,Dade County
13047,Catoosa County,23.59140574,47011,Bradley County
13047,Catoosa County,23.72233648,13213,Murray County
13051,Chatham County,20.53807679,13029,Bryan County
13051,Chatham County,24.40213286,13179,Liberty County
13053,Chattahoochee County,12.33489954,13215,Muscogee County
13053,Chattahoochee County,15.10876903,13197,Marion County
13053,Chattahoochee County,19.14407333,13259,Stewart County
13053,Chattahoochee County,23.63309583,1113,Russell County
13053,Chattahoochee County,24.91341252,13307,Webster County
13055,Chattooga County,16.36551008,13115,Floyd County
13055,Chattooga County,18.2200353,13295,Walker County
13057,Cherokee County,14.69438634,13227,Pickens County
13057,Cherokee County,19.90675803,13117,Forsyth County
13057,Cherokee County,20.74218665,13015,Bartow County
13057,Cherokee County,21.78154621,13067,Cobb County
13057,Cherokee County,22.01198493,13085,Dawson County
13059,Clarke County,9.109834536,13219,Oconee County
13059,Clarke County,15.35967851,13195,Madison County
13059,Clarke County,16.92639064,13157,Jackson County
13059,Clarke County,17.81049152,13221,Oglethorpe County
13059,Clarke County,19.96831858,13013,Barrow County
13059,Clarke County,24.0998961,13297,Walton County
13061,Clay County,16.20477471,1067,Henry County
13061,Clay County,16.72575969,13239,Quitman County
13061,Clay County,17.23118297,13243,Randolph County
13061,Clay County,21.04407836,13099,Early County
13061,Clay County,22.61225581,13037,Calhoun County
13063,Clayton County,10.70998116,13113,Fayette County
13063,Clayton County,16.40132786,13151,Henry County
13063,Clayton County,16.73364216,13121,Fulton County
13063,Clayton County,18.51873084,13089,DeKalb County
13063,Clayton County,21.32272821,13255,Spalding County
13063,Clayton County,22.70756519,13097,Douglas County
13063,Clayton County,23.29327933,13247,Rockdale County
13063,Clayton County,24.38962633,13077,Coweta County
13065,Clinch County,16.48051285,13101,Echols County
13065,Clinch County,19.026205,13299,Ware County
13065,Clinch County,22.92477254,13173,Lanier County
13067,Cobb County,12.01043889,13121,Fulton County
13067,Cobb County,16.83779126,13223,Paulding County
13067,Cobb County,19.9397441,13097,Douglas County
13067,Cobb County,21.78154621,13057,Cherokee County
13067,Cobb County,23.13217854,13089,DeKalb County
13069,Coffee County,17.33293907,13003,Atkinson County
13069,Coffee County,21.87145494,13161,Jeff Davis County
13069,Coffee County,22.16302691,13017,Ben Hill County
13071,Colquitt County,20.27152311,13075,Cook County
13071,Colquitt County,23.41007452,13277,Tift County
13071,Colquitt County,24.15783694,13275,Thomas County
13073,Columbia County,13.61790497,13189,McDuffie County
13073,Columbia County,16.55253674,13245,Richmond County
13073,Columbia County,20.17191972,13181,Lincoln County
13073,Columbia County,22.55536494,45037,Edgefield County
13073,Columbia County,24.2666788,45065,McCormick County
13075,Cook County,14.37807212,13019,Berrien County
13075,Cook County,20.27152311,13071,Colquitt County
13075,Cook County,21.76585333,13277,Tift County
13075,Cook County,23.08148962,13173,Lanier County
13075,Cook County,23.99333484,13027,Brooks County
13075,Cook County,24.02155432,13185,Lowndes County
13077,Coweta County,16.01584557,13113,Fayette County
13077,Coweta County,22.20816743,13149,Heard County
13077,Coweta County,23.01590771,13199,Meriwether County
13077,Coweta County,23.93632013,13097,Douglas County
13077,Coweta County,24.24572765,13045,Carroll County
13077,Coweta County,24.38962633,13063,Clayton County
13079,Crawford County,12.82288667,13225,Peach County
13079,Crawford County,17.92670338,13021,Bibb County
13079,Crawford County,19.11298126,13269,Taylor County
13079,Crawford County,21.52887061,13207,Monroe County
13079,Crawford County,21.73851889,13293,Upson County
13079,Crawford County,24.09294525,13193,Macon County
13081,Crisp County,15.42834716,13287,Turner County
13081,Crisp County,16.69231999,13093,Dooly County
13081,Crisp County,18.76892629,13315,Wilcox County
13081,Crisp County,24.02176703,13177,Lee County
13083,Dade County,13.95453759,13295,Walker County
13083,Dade County,20.42735447,47115,Marion County
13083,Dade County,21.15796515,13047,Catoosa County
13085,Dawson County,13.17676076,13187,Lumpkin County
13085,Dawson County,15.26830239,13117,Forsyth County
13085,Dawson County,18.08481342,13227,Pickens County
13085,Dawson County,22.00439412,13139,Hall County
13085,Dawson County,22.01198493,13057,Cherokee County
13085,Dawson County,23.40861832,13123,Gilmer County
13087,Decatur County,17.61221183,13253,Seminole County
13087,Decatur County,19.74606525,13131,Grady County
13087,Decatur County,20.74910115,12039,Gadsden County
13087,Decatur County,21.66341742,13201,Miller County
13089,DeKalb County,13.95280977,13121,Fulton County
13089,DeKalb County,14.11474089,13247,Rockdale County
13089,DeKalb County,17.48431793,13135,Gwinnett County
13089,DeKalb County,18.51873084,13063,Clayton County
13089,DeKalb County,22.34288956,13151,Henry County
13089,DeKalb County,23.13217854,13067,Cobb County
13091,Dodge County,19.75574904,13235,Pulaski County
13091,Dodge County,20.96449377,13175,Laurens County
13091,Dodge County,21.41558403,13315,Wilcox County
13091,Dodge County,21.5569712,13023,Bleckley County
13091,Dodge County,21.5899969,13271,Telfair County
13091,Dodge County,24.71941269,13309,Wheeler County
13093,Dooly County,16.69231999,13081,Crisp County
13093,Dooly County,19.94379899,13235,Pulaski County
13093,Dooly County,20.59086722,13193,Macon County
13093,Dooly County,22.78505668,13153,Houston County
13093,Dooly County,24.45067504,13261,Sumter County
13095,Dougherty County,19.97895505,13177,Lee County
13095,Dougherty County,20.55469154,13007,Baker County
13095,Dougherty County,21.19130124,13205,Mitchell County
13095,Dougherty County,21.33014253,13273,Terrell County
13095,Dougherty County,21.493448,13321,Worth County
13095,Dougherty County,24.27388934,13037,Calhoun County
13097,Douglas County,16.3720197,13223,Paulding County
13097,Douglas County,18.21932652,13121,Fulton County
13097,Douglas County,19.82131958,13045,Carroll County
13097,Douglas County,19.9397441,13067,Cobb County
13097,Douglas County,22.70756519,13063,Clayton County
13097,Douglas County,23.93632013,13077,Coweta County
13099,Early County,15.25406242,13201,Miller County
13099,Early County,21.04407836,13061,Clay County
13099,Early County,21.42015189,13037,Calhoun County
13099,Early County,23.73835977,1067,Henry County
13101,Echols County,16.48051285,13065,Clinch County
13101,Echols County,16.50241009,12047,Hamilton County
13103,Effingham County,19.36248681,45053,Jasper County
13103,Effingham County,23.47076975,13031,Bulloch County
13103,Effingham County,24.39395112,13029,Bryan County
13105,Elbert County,17.57058337,13147,Hart County
13105,Elbert County,20.70281611,13195,Madison County
13105,Elbert County,21.69760985,13221,Oglethorpe County
13105,Elbert County,22.85875968,45001,Abbeville County
13105,Elbert County,23.83251158,13317,Wilkes County
13107,Emanuel County,18.55163857,13043,Candler County
13107,Emanuel County,20.17145449,13283,Treutlen County
13107,Emanuel County,22.11624848,13167,Johnson County
13107,Emanuel County,23.70463118,13165,Jenkins County
13109,Evans County,12.51767651,13267,Tattnall County
13109,Evans County,18.68202833,13031,Bulloch County
13109,Evans County,20.46163963,13043,Candler County
13111,Fannin County,14.2056647,13123,Gilmer County
13111,Fannin County,18.8106074,13291,Union County
13111,Fannin County,21.11005759,47139,Polk County
13111,Fannin County,23.82036773,37039,Cherokee County
13111,Fannin County,24.190284,13213,Murray County
13113,Fayette County,10.70998116,13063,Clayton County
13113,Fayette County,15.87026579,13255,Spalding County
13113,Fayette County,16.01584557,13077,Coweta County
13113,Fayette County,19.77150929,13151,Henry County
13113,Fayette County,23.09255889,13231,Pike County
13115,Floyd County,16.36551008,13055,Chattooga County
13115,Floyd County,18.56126351,13233,Polk County
13115,Floyd County,21.50485442,13015,Bartow County
13117,Forsyth County,15.26830239,13085,Dawson County
13117,Forsyth County,18.75498455,13139,Hall County
13117,Forsyth County,19.32795993,13135,Gwinnett County
13117,Forsyth County,19.90675803,13057,Cherokee County
13117,Forsyth County,24.80606365,13187,Lumpkin County
13119,Franklin County,12.79433643,13257,Stephens County
13119,Franklin County,15.16773093,13147,Hart County
13119,Franklin County,15.54806087,13011,Banks County
13119,Franklin County,17.09669531,13195,Madison County
13119,Franklin County,24.75181308,13137,Habersham County
13121,Fulton County,12.01043889,13067,Cobb County
13121,Fulton County,13.95280977,13089,DeKalb County
13121,Fulton County,16.73364216,13063,Clayton County
13121,Fulton County,18.21932652,13097,Douglas County
13121,Fulton County,24.60403555,13223,Paulding County
